"CAND_ID","CAND_NAME","CAND_ICI","PTY_CD","CAND_PTY_AFFILIATION","TTL_RECEIPTS","TRANS_FROM_AUTH","TTL_DISB","TRANS_TO_AUTH","COH_BOP","COH_COP","CAND_CONTRIB","CAND_LOANS","OTHER_LOANS","CAND_LOAN_REPAY","OTHER_LOAN_REPAY","DEBTS_OWED_BY","TTL_INDIV_CONTRIB","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","SPEC_ELECTION","PRIM_ELECTION","RUN_ELECTION","GEN_ELECTION","GEN_ELECTION_PRECENT","OTHER_POL_CMTE_CONTRIB","POL_PTY_CONTRIB","CVG_END_DT","INDIV_REFUNDS","CMTE_REFUNDS","l_DISB"
"H8CT01046","LARSON, JOHN B","I",1,"DEM",983930.39,0,953975.5,229000,207014.31,236969.2,0,0,0,0,0,0,406065.54,"CT",1,"","","","W",74,568675,17.42,"12/31/2006",4150,0,13.7683932687589
"H2CT02112","COURTNEY, JOE","C",1,"DEM",2457910.65,10000,2410311.74,0,0,47598.91,4887.06,0,0,0,0,42330.95,1821554.7,"CT",2,"","","","W",50,617461.83,1595.03,"12/31/2006",2980,3100,14.6952666497986
"H0CT02124","SIMMONS, ROB","I",2,"REP",3112881.43,194327.47,3177699.15,0,74243.77,9426.05,0,0,0,0,0,0,1278533.12,"CT",2,"","","","L",49,1468493.23,115875,"12/31/2006",9050,4500,14.9716679551408
"H0CT03072","DELAURO, ROSA","I",1,"DEM",819474.14,0,860826.69,0,57477.02,16124.47,0,0,0,0,0,8298.82,346335.6,"CT",3,"","","","W",76,471435,141.97,"12/31/2006",1600,1500,13.6656484739499
"H4CT04098","FARRELL, DIANE GOSS","C",1,"DEM",3044913.39,0,2963248.6,0,2424.35,85831.41,0,0,0,0,0,486.06,2492595.9,"CT",4,"","","","L",47,530428.05,0,"12/31/2006",3727,3500,14.9017967244874
"H8CT04057","SHAYS, CHRISTOPHER","I",2,"REP",3827220.86,58585.62,3804192.23,0,38514.92,61543.55,0,0,0,0,0,0,2640747.86,"CT",4,"","","","W",50,1078341.35,14805.15,"12/31/2006",8600,7014.6,15.1516142350194
"H6CT04101","MAYMIN, PHILIP","C",3,"LIB",40968.76,0,41068.01,0,0,0,8452,0,0,0,0,0,27160.11,"CT",4,"","","","L",1,4888.82,250,"12/31/2006",2579.89,0,10.6229847519174
"H6CT05124","MURPHY, CHRISTOPHER SCOTT","C",1,"DEM",2536957.61,10150,2486255,0,0,50702.61,100,0,0,0,0,52250,1954305.39,"CT",5,"","","","W",56,568656,1928.58,"12/31/2006",2363.18,3000,14.7262881202091
"H2CT06014","JOHNSON, NANCY L.","I",2,"REP",4055870.98,38064.83,5095850.08,0,1145891.72,105912.62,0,0,0,0,0,0,1745052.4,"CT",5,"","","","L",43,2211883.26,16094,"12/31/2006",11450,48300,15.4439370566491
"H2DE00072","CASTLE, MICHAEL N","I",2,"REP",1267045.94,0,1112719.99,0,1035902.4,1190228.35,0,0,0,0,0,0,666242.86,"DE",1,"","W","","W",96,497265.73,5050.59,"12/31/2006",0,1000,13.922318017294
"H6FL01077","ROBERTS, JOSEPH BRYANT","C",1,"DEM",58347.08,0,47783.49,0,0,10563.59,0,9600,0,0,0,9600,43747.08,"FL",1,"","W","","L",31,5000,0,"12/31/2006",0,0,10.7744354613266
"H2FL01100","MILLER, JEFFERSON B.","I",2,"REP",329211.9,0,322731.74,0,99404.71,105884.87,0,0,0,0,0,0,207278.71,"FL",1,"","W","","W",68,120718.96,1146.15,"12/31/2006",0,0,12.6845767308109
"H6FL04071","HARMS, ROBERT J","C",1,"DEM",42797,0,42727,0,0,69,0,27803,0,0,0,27803,7541,"FL",4,"","W","","L",30,0,100,"12/31/2006",0,0,10.6625863178888
"H0FL04066","CRENSHAW, ANDER M HON","I",2,"REP",1221906.14,0,1200198.19,0,572684.62,594392.57,0,0,0,0,0,0,453657,"FL",4,"","W","","W",69,217975.58,5444.98,"12/31/2006",3400,2500,13.9979972594544
"H4FL05032","RUSSELL, JOHN T","C",1,"DEM",90230.9,0,88707.49,0,0,1523.41,33795.2,1000,0,1000,0,0,41790.93,"FL",5,"","W","","L",40,12387.04,500,"12/31/2006",0,0,11.3930996066718
"H2FL05127","BROWN-WAITE, VIRGINIA","I",2,"REP",794363,0,784894.17,0,171466.82,180935.65,0,0,0,0,0,0,320426.4,"FL",5,"","W","","W",59,456991,49,"12/31/2006",1025,3800,13.5733041723895
"H2FL06091","BRUDERLY, DAVID E","C",1,"DEM",139023.03,0,139248.19,0,356,131.65,10,11000,0,11000,120,48311.91,117363.03,"FL",6,"","W","","L",40,10650,0,"12/31/2006",50,0,11.8440131595004
"H8FL06056","STEARNS, CLIFFORD B","I",2,"REP",835498.21,813.87,455536.53,0,1878135.95,2258097.63,0,0,0,0,0,0,171874.62,"FL",6,"","W","","W",59,506697.9,21.65,"12/31/2006",0,0,13.0292311900516
"H6FL07090","CHAGNON, JOHN F","C",1,"DEM",21056,20706,11282,0,20706,11439,0,20706,0,0,0,0,300,"FL",7,"","W","","L",36,50,0,"10/18/2006",0,0,9.33096381429992
"H2FL08055","MICA, JOHN L MR.","I",2,"REP",794271.69,0,665791.08,0,458828.45,587309.06,0,0,0,0,0,0,400969.25,"FL",7,"","W","","W",63,359088.95,296,"12/31/2006",6250,2500,13.4087312066167
"H6FL08163","STUART, CHARLES SAMUEL","C",1,"DEM",1040164.98,0,998275.95,0,0,35692.23,4200,50955.24,0,13500,0,71053.74,812692.05,"FL",8,"","W","","L",45,168303.05,0,"12/31/2006",400,0,13.8137850200797
"H0FL08042","KELLER, RICHARD A","I",2,"REP",1285101.83,627,1691413.17,0,565903.87,159592.53,0,0,0,0,0,0,624474.68,"FL",8,"","W","","W",52,601397.05,1564.91,"12/31/2006",0,0,14.341074932749
"H6FL08205","HOAGLUND, WESLEY ALAN","C",3,"UNK",12686,0,12742,0,53,556,9500,0,0,0,0,0,3186,"FL",8,"","","","L",1,0,0,"12/04/2006",0,0,9.45265890267643
"H6FL09138","BUSANSKY, PHYLLIS H","O",1,"DEM",1424358.79,0,1419419.1,0,0,4938.9,5946.91,38000,0,30000,0,8000,1010372.66,"FL",9,"","W","","L",44,347814.47,21309.52,"12/31/2006",2500,5000,14.1657582613725
"H6FL09070","BILIRAKIS, GUS MICHAEL","O",2,"REP",2656751.76,15832.83,2574360.88,0,0,82390.88,7500,0,0,0,0,0,1974943.57,"FL",9,"","W","","W",55,609784.15,10000,"12/31/2006",12999.19,500,14.761111859331
"H6FL10102","SIMPSON, SAMM","C",1,"DEM",40246.95,0,39747.31,0,0,290.99,500,0,0,0,0,0,31387.95,"FL",10,"","W","","L",34,3500,0,"12/31/2006",650,0,10.5902974448366
"H6FL06035","YOUNG, C. W. BILL","I",2,"REP",635228.91,0,506476.87,0,366879.87,495631.91,0,0,0,0,0,0,311071.94,"FL",10,"","W","","W",65,317350,0,"12/31/2006",500,0,13.1352339352905
"H6FL11126","CASTOR, KATHY","O",1,"DEM",1373278.59,0,1221830.64,0,0,151447.95,4200,0,0,0,0,0,998060.17,"FL",11,"","W","","W",69,343235,0,"12/31/2006",1167.73,0,14.0158608166375
"H6FL11175","ADAMS, EDDIE JR","O",2,"REP",28005.44,0,27993.17,0,0,12.27,270.44,14100,0,0,0,14100,9135,"FL",11,"","W","","L",30,2000,2500,"12/31/2006",0,0,10.2397158308305
"H0FL12051","PUTNAM, ADAM H","I",2,"REP",1078381.78,0,991105.94,0,379125.2,466401.04,0,0,0,0,0,0,540472.31,"FL",12,"","W","","W",69,532192.89,0,"12/31/2006",0,0,13.8065767097176
"H6FL12157","VISCUSI, JOSEPH A","C",3,"NPA",37273.02,0,36936.21,0,0,336.81,0,20000,0,4000,0,16000,17273.02,"FL",12,"","","","L",19,0,0,"12/31/2006",0,0,10.5169476496807
"H6FL12165","BOWLIN, EDWARD W","C",3,"NPA",14827,0,14833,0,0,0,6500,0,0,0,0,0,8330,"FL",12,"","","","L",11,0,0,"12/03/2006",3,0,9.60460970732361
"H4FL13069","JENNINGS, CHRISTINE L","O",1,"DEM",3446087.66,50192.85,3201624.46,36000,16456.68,260819.88,10993.88,113754,0,1e+05,0,336391.82,2134330.77,"FL",13,"","W","","L",49,818039.9,15370.61,"12/31/2006",664.33,0,14.9791688827125
"H6FL13148","BUCHANAN, VERNON","O",2,"REP",8123191.4,26254.08,8112757.89,0,0,10433.51,4450000,1e+06,0,0,0,1612274.3,2227218.87,"FL",13,"","W","","W",50,343541.6,0,"12/31/2006",21170,100,15.9089484287034
"H4FL14091","NEELD, ROBERT M. JR.","C",1,"DEM",43085,0,41316.15,0,0,1768.85,9500,11500,0,10000,0,1500,21585,"FL",14,"","W","","L",35,0,500,"12/31/2006",0,0,10.6290087436747
"H4FL14059","MACK, CONNIE","I",2,"REP",1149299.4,0,973085.63,0,38727.92,202006.02,0,0,0,0,0,0,820318.68,"FL",14,"","W","","W",64,328362.5,0,"12/31/2006",3900,0,13.7882273634623
"H6FL15135","BOWMAN, BOB DR","C",1,"DEM",119157.78,0,115382.29,0,0,3775.49,0,0,0,0,0,0,116122.78,"FL",15,"","W","","L",43,1650,500,"12/31/2006",0,0,11.6560061550745
"H4FL15114","WELDON, DAVID JOSEPH","I",2,"REP",791688.01,1000,925953.57,0,484096.51,357422.33,0,0,0,0,0,0,490571.33,"FL",15,"","W","","W",56,271061.9,100,"12/31/2006",250,2000,13.7385793719825
"H6FL16059","MAHONEY, TIM","C",1,"DEM",2838538.61,0,2783049.62,0,0,55489.12,21600,675400,0,260000,0,503162.89,1561989.5,"FL",16,"","W","","W",49,567090,1025,"12/31/2006",19682.62,0,14.8390578700293
"H4FL16104","NEGRON, JOE","C",2,"REP",872199.98,0,814564.02,0,0,57635.96,0,40000,0,0,0,47398.05,542325.85,"FL",16,"","","","L",47,274874.13,15000,"12/31/2006",2000,200,13.6104083043037
"H4FL18027","PATLAK, DAVID BIG DAVE","C",1,"DEM",77064.35,0,76039.55,0,0,1024.8,558.2,9020,0,0,0,9451.25,64257.61,"FL",18,"","W","","L",37,3000,0,"12/31/2006",0,0,11.2390088786469
"H0FL18025","ROS-LEHTINEN, ILEANA","I",2,"REP",1190336.36,0,1439449.03,190000,1523529.36,1274416.69,0,0,0,0,0,0,793298.88,"FL",18,"","W","","W",62,325503.27,1114.65,"12/31/2006",300,0,14.1797709802797
"H4FL21047","GONZALEZ-SOLDEVILLA, FRANCISCO JOSE","C",1,"DEM",16430,0,16598,0,884,715,0,0,0,0,0,0,15502,"FL",21,"","W","","L",40,3000,0,"12/31/2006",0,0,9.71703748515839
"H2FL19037","DIAZ-BALART, LINCOLN","I",2,"REP",839877.73,0,830177.13,0,723631.88,738900.09,0,0,0,0,0,0,520760.71,"FL",21,"","W","","W",59,271545.88,2997.53,"12/31/2006",0,0,13.6293943666427
"H6FL22040","KLEIN, RON","C",1,"DEM",4186913.1,0,4185925.45,0,0,987.65,0,0,0,0,0,47924.71,3468072.1,"FL",22,"","W","","W",50,666764.3,3765.01,"12/31/2006",6241,0,15.2472383724649
"H0FL12010","SHAW, E CLAY JR","I",2,"REP",4707681.47,179012.9,5226167.36,0,563365,44879.11,0,0,0,0,0,0,2701785.97,"FL",22,"","W","","L",47,1676117.99,64249.15,"12/31/2006",89481,19400,15.4691887490428
"H6FL22065","EVANGELISTA, NEIL JAMES","C",3,"NPA",12800,0,6749,0,0,4255,0,7400,0,0,0,7400,3200,"FL",22,"","","","L",1,2200,0,"10/25/2006",0,0,8.81714962474341
"H6FL24020","CURTIS, CLINT","C",1,"DEM",113482.25,0,91737,0,0,21355.25,0,0,0,0,0,0,104750.17,"FL",24,"","W","","L",42,7000,0,"12/31/2006",0,0,11.4266810665046
"H2FL00250","FEENEY, TOM","I",2,"REP",1375595.94,0,1571422.49,0,248486,52659.45,0,0,0,0,0,0,611894.5,"FL",24,"","W","","W",57,728073.69,1467.5,"12/31/2006",5750,250,14.2674918116998
"H6FL18022","CALDERIN, MICHAEL HANLEY","C",1,"DEM",35292.63,0,35164.34,0,0,2896.73,0,8055.27,0,0,0,16163.81,26737.36,"FL",25,"","W","","L",41,500,0,"12/31/2006",0,0,10.467787779904
"H2FL25018","DIAZ-BALART, MARIO","I",2,"REP",696026.41,0,697942.55,0,296660.92,294744.78,0,0,0,0,0,0,375742.68,"FL",25,"","W","","W",58,297180.74,1112.8,"12/31/2006",0,0,13.4558920717669
"H6GA00028","NELSON, JAMES ALLEN","C",1,"DEM",118175.29,500,117750.8,0,0,424.49,8483.08,15794.61,0,0,0,15794.61,76997.6,"GA",1,"","W","","L",31,11800,4600,"12/31/2006",700,0,11.6763258059108
"H2GA01157","KINGSTON, JOHN HEDDENS","I",2,"REP",1129765.66,0,1237552.33,0,690856.21,583069.54,0,0,0,0,0,0,596967.19,"GA",1,"","W","","W",68,476934.5,1021.65,"12/31/2006",1500,0,14.0286460593996
"H2GA02031","BISHOP, SANFORD D JR.","I",1,"DEM",818302.92,0,745261.11,0,210683.23,283725.04,0,0,0,0,0,0,352347,"GA",2,"","W","","W",67,454800,1000,"12/31/2006",0,0,13.5214899191783
"H6GA02107","HUGHES, BRADLEY CURTIS","C",2,"REP",29174,0,27144.97,0,0,5772.61,0,2100,0,500,0,1600,24824,"GA",2,"","W","","L",32,2000,250,"12/31/2006",0,0,10.208947041163
"H6GA03071","MCGRAW, MICHAEL EDWARD","C",1,"DEM",76838.27,0,55060.54,0,0,8317.12,0,0,0,0,0,0,60638.27,"GA",3,"","W","","L",32,15000,1200,"11/27/2006",0,0,10.9161885861313
"H4GA08067","WESTMORELAND, LYNN A","I",2,"REP",1238600.66,0,936115.96,111000,196933.69,499418.39,0,0,0,119000,0,0,789904,"GA",3,"","W","","W",67,448310.17,282.66,"12/31/2006",4800,7950,13.749494636675
"H6GA04129","JOHNSON JR, HENRY C","I",1,"DEM",798001,0,786161.15,0,0,11839.85,0,0,0,0,0,61590.85,527987.02,"GA",4,"","L","W","W",75,267552.61,500,"12/31/2006",700,0,13.5749170758418
"H2GA04102","DAVIS, CATHERINE","C",2,"REP",234446.58,0,230448,0,2682.43,6681.01,0,0,0,0,0,32230.1,227908.67,"GA",4,"","W","","L",24,5950,0,"12/31/2006",0,0,12.3477805194388
"H6GA05217","LEWIS, JOHN","I",1,"DEM",789958.03,0,864373.37,0,354339.87,297802.92,0,0,0,0,0,0,244520,"GA",5,"","W","","W",100,445500,7.23,"12/31/2006",0,0,13.6697600956438
"H6GA06108","SINTON, STEPHEN MARC","C",1,"DEM",104824.38,0,104824.38,0,0,0,0,0,0,0,0,0,92574.38,"GA",6,"","W","","L",27,12250,0,"12/31/2006",0,0,11.5600416574019
"H4GA06087","PRICE, THOMAS EDMUNDS","I",2,"REP",2172058.33,0,2281561.28,302857,263971.01,154468.06,200,250000,0,492868.69,0,256131.31,1075759.26,"GA",6,"","W","","W",72,826292.89,21.65,"12/31/2006",100,0,14.6403705385111
"H6GA07130","BURNS, ALLAN","C",1,"DEM",33792,0,33213,0,0,578,17987,0,0,0,0,0,8183,"GA",7,"","W","","L",29,3500,4122,"10/18/2006",0,0,10.4106966445276
"H0GA04023","LINDER, JOHN","I",2,"REP",737206.53,0,398799.21,0,181758.45,520165.77,0,0,0,0,0,0,391317.96,"GA",7,"","W","","W",70,343800,686,"12/31/2006",800,1000,12.896213336125
"H0GA08032","MARSHALL, JAMES C","I",1,"DEM",1953074.13,0,1849160.1,0,155714.03,259211.87,0,0,0,35613.77,0,7500,975152.36,"GA",8,"","W","","W",33,774236.92,142795.1,"12/31/2006",0,0,14.4302420939653
"H2GA03070","COLLINS, MICHAEL ALLEN","C",2,"REP",2085961.21,32580.4,1981933.29,0,0,104027.92,0,0,0,0,0,0,1381344.36,"GA",8,"","W","","L",33,623200.57,21000,"12/31/2006",12700,1111,14.4995833353843
"H6GA09201","BRADBURY, JOHN DOUGLAS","C",1,"DEM",15770,0,15737,0,0,33,0,4863,0,4863,0,0,7720,"GA",9,"","W","","L",23,643,3830,"12/31/2006",0,0,9.66376990660086
"H2GA09036","DEAL, NATHAN","I",2,"REP",1107574.01,0,959850.99,0,60867.71,208590.73,0,0,0,0,0,0,289932.98,"GA",9,"","W","","W",76,812676.6,300,"12/31/2006",0,3400,13.7745333326463
"H6GA10142","HOLLEY, RICHARD TERRY","C",1,"DEM",28453,0,31821,0,0,-2239,0,4920,1215,4300,0,10000,10405,"GA",10,"","W","","L",32,5000,6912,"12/31/2006",0,0,10.3678817281736
"H4GA10022","NORWOOD, CHARLES WHITLOW","I",2,"REP",1453288.17,0,1158299.98,0,608247.69,903235.85,0,0,0,0,0,0,746104.46,"GA",10,"","W","","W",67,642638.89,294,"12/31/2006",2707.09,0,13.9624639536538
"H6GA11041","PILLION, PATRICK SAMUEL","C",1,"DEM",3203,0,3318,0,0,43,0,0,0,0,0,0,91,"GA",11,"","W","","L",28,3000,48,"12/07/2006",0,0,8.10711747075039
"H2GA11149","GINGREY, PHILLIP J.","I",2,"REP",1360290.51,0,1011326.92,257057,87461.26,436424.85,0,0,0,0,0,0,954756.82,"GA",11,"","W","","W",71,357320.2,588,"12/31/2006",1500,4000,13.826773808739
"H4GA12010","BARROW, JOHN J","I",1,"DEM",2491089.95,0,2267556.01,1000,3746.09,227280.03,2005.97,0,0,33821.12,0,1178.88,1257823.85,"GA",12,"","W","","W",50,1186949.97,7209.52,"12/31/2006",12265,600,14.6342131618791
"H2GA12097","BURNS, O MAXIE","I",2,"REP",2200499.11,57797.98,2173237.37,52593.08,10957.86,38219.6,2100,0,52678.08,26707.52,52678.08,0,1291599.81,"GA",12,"","W","","L",49,765520.2,10500,"12/31/2006",475,0,14.5917284893519
"H2GA13012","SCOTT, DAVID ALBERT","I",1,"DEM",1241679.48,0,1364830.24,0,123187.54,36.78,0,91403.75,0,23000,0,75566.11,197676,"GA",13,"","W","","W",69,803896.56,0,"12/31/2006",5000,3500,14.1265406125667
"H6GA13013","HONEYCUTT, DEBORAH TRAVIS T","C",2,"REP",1339781.16,0,1319912.64,0,0,19868.52,0,5000,0,2000,0,53389.66,1323781.16,"GA",13,"","W","","L",30,11000,0,"12/31/2006",1800,0,14.0930761105543
"H6HI01121","ABERCROMBIE, NEIL","I",1,"DEM",1074350.77,0,823234.75,0,382526.46,633644.48,0,0,0,0,0,210,506522,"HI",1,"","W","","W",69,555330,133.5,"12/31/2006",9420,2100,13.6209966759249
"H6HI01188","HOUGH, RICHARD A","C",2,"REP",18728,0,17595,0,0,282,14864,0,0,0,0,0,1500,"HI",1,"","W","","L",30,0,0,"11/07/2006",500,0,9.77537004975569
"H6HI02251","HIRONO, MAZIE K","O",1,"DEM",1431768.03,0,1374993.27,0,0,56774.76,0,125000,0,0,0,140050,918220.56,"HI",2,"","W","","W",61,383925,0,"12/31/2006",8100,2000,14.1339593945254
"H6HI02285","HOGUE, BOB C","O",2,"REP",232672.85,0,230414.47,0,0,2258.38,0,0,0,0,0,23759.67,215752.5,"HI",2,"","W","","L",38,11500,5000,"12/31/2006",0,0,12.3476350096512
"H6IA01098","BRALEY, BRUCE L.","O",1,"DEM",2485062.35,0,2368906.42,0,0,116155.94,0,0,0,0,0,16978.59,1745708.58,"IA",1,"","W","","W",55,731770.74,2234.92,"12/31/2006",4700,400,14.6779389804612
"H6IA01106","WHALEN, MICHAEL LOUIS","O",2,"REP",2390697.22,206343.39,2385536.29,0,0,4963.93,103576.89,520000,0,71050,0,448950,871815.55,"IA",1,"","W","","L",43,681846.22,5000,"12/31/2006",2400,0,14.6849345165662
"H6IA02146","LOEBSACK, DAVID W","C",1,"DEM",521642.33,0,488389.26,0,0,33253.07,2138.38,0,0,0,0,10636.53,341763.89,"IA",2,"","L","","W",51,173991.53,725,"12/31/2006",0,1000,13.0988680308049
"H6IA01015","LEACH, JIM","I",2,"REP",491435.79,0,533739.24,0,50651.88,8348.43,0,0,0,0,0,0,488332.2,"IA",2,"","W","","L",48,0,400,"12/31/2006",4300,0,13.1876626840712
"H6IA03144","BOSWELL, LEONARD L.","I",1,"DEM",2147056.56,0,2060478.89,0,26147.2,112724.87,0,0,0,0,0,0,845999.75,"IA",3,"","W","","W",51,1278316.17,4361.92,"12/31/2006",5190,2100,14.5384489846224
"H6IA03219","LAMBERTI, JEFFREY","C",2,"REP",2003924.1,131757.66,1995178.74,0,0,8746.36,6699.53,150000,0,0,0,150000,1117418.89,"IA",3,"","W","","L",46,577548.02,20500,"12/31/2006",2550,100,14.5062441982778
"H6IA04126","SPENCER, SELDEN EDMUND","C",1,"DEM",483042.46,0,478115.77,0,0,4926.69,53000,35000,0,0,0,35000,347527.7,"IA",4,"","W","","L",42,30738,11956,"12/31/2006",0,0,13.0776081788014
"H4IA05102","LATHAM, THOMAS P","I",2,"REP",1131902.59,0,1125584.31,0,116672.29,122990.57,0,0,0,0,0,0,535841.98,"IA",4,"","W","","W",57,563212.37,239.75,"12/31/2006",0,3150,13.9338128454528
"H4IA05169","SCHULTE, E. JOYCE","C",1,"DEM",73331.09,0,73268.46,0,75.31,137.94,88.75,23500,0,0,0,48500,33705.34,"IA",5,"","W","","L",35,6200,9837,"12/31/2006",0,1000,11.2018855087811
"H2IA05072","KING, STEVEN A","I",2,"REP",612294.92,0,620074.74,16000,37112.14,29332.32,0,0,0,0,0,20794.95,244725.71,"IA",5,"","W","","W",58,363744.92,3359.7,"12/31/2006",250,0,13.337595298143
"H6IA05123","NIELSEN, ROY","C",3,"IND",150841,0,149779.75,0,0,1036.25,2500,135500,0,0,0,135500,12841,"IA",5,"","","","L",4,0,0,"12/31/2006",0,0,11.9169211606873
"H6ID01185","GRANT, LARRY L","O",1,"DEM",779771.26,0,768327.58,0,0,11443.68,17791.23,122673.95,0,60173.95,0,62500,475846.56,"ID",1,"","W","","L",44,155239.31,5552.53,"12/31/2006",225.01,250,13.5519714576473
"H6ID01177","SALI, WILLIAM T. T","O",2,"REP",1085178.9,5815.36,1074803.93,0,0,10685.52,0,13747.5,0,3747.5,0,244715.82,570905.82,"ID",1,"","W","","W",49,474159.64,10000,"12/31/2006",1276.67,5600,13.887648812211
"H6ID01201","OLSON, DAVID EDWIN","O",3,"IND",0,0,0,0,0,0,0,0,0,0,0,0,0,"ID",1,"","","","L",2,0,0,"11/07/2006",0,0,-Inf
"H6ID01235","HEDDEN-NICELY, NORMAN ANDREW","O",3,"UNI",20085,0,20084,0,0,0,8024,0,0,0,0,0,12061,"ID",1,"","","","L",1,0,0,"12/31/2006",0,0,9.9076787571546
"H6ID02142","HANSEN, JIM","C",1,"DEM",163751.43,0,162644.43,0,0,1591.35,118,1600,0,0,0,1600,161833.43,"ID",2,"","W","","L",34,200,0,"12/31/2006",204,200,11.9993216860031
"H8ID02064","SIMPSON, MICHAEL K","I",2,"REP",539785.09,0,571636.83,115000,95380.35,63528.61,0,0,0,0,0,0,159923.73,"ID",2,"","W","","W",62,378840,392,"12/31/2006",0,0,13.2562591561322
"H2IL01042","RUSH, BOBBY LEE","I",1,"DEM",575305.59,0,684697.97,0,138969.24,29576.86,0,0,0,0,0,23489.43,190460,"IL",1,"","W","","W",84,384845.59,0,"12/31/2006",0,1000,13.4367331003027
"H6IL02124","JACKSON, JESSE L JR","I",1,"DEM",1079137.33,0,946871.86,0,813025.35,945290.82,0,0,0,0,0,0,835853.4,"IL",2,"","W","","W",84,241250.36,1933.69,"12/31/2006",0,0,13.7609190515028
"H4IL03077","LIPINSKI, DANIEL WILLIAM","I",1,"DEM",371990.26,0,414172.54,0,146060.28,103878,0,0,0,0,0,0,155981.91,"IL",3,"","W","","W",77,206700,0,"12/31/2006",0,0,12.9340379292708
"H2IL08039","GUTIERREZ, LUIS V","I",1,"DEM",161594.1,0,315784.79,0,278676.83,124486.14,0,0,0,0,0,0,52650,"IL",4,"","W","","W",86,104750,0,"12/31/2006",0,5000,12.6628162162492
"H2IL05092","EMANUEL, RAHM","I",1,"DEM",1287808.91,0,1380463.77,0,1085921.3,993266.44,0,0,0,0,0,463562.94,604590,"IL",5,"","W","","W",77,638525,36.19,"12/31/2006",7200,6000,14.1379300658935
"H6IL05143","WHITE, KEVIN EDWARD","C",2,"REP",40631.34,0,31041.29,0,0,7721.88,0,0,0,0,0,13577.17,20205.32,"IL",5,"","W","","L",22,20311.74,0,"11/27/2006",0,0,10.3430735327119
"H6MA06129","BARTON, RICHARD W","C",2,"REP",66773.95,0,65691.12,0,60,1142.13,100,10038.95,0,0,0,10038.95,52900,"MA",6,"","W","","L",30,3650,0,"12/31/2006",0,0,11.0927190355204
"H8MA08071","CAPUANO, MICHAEL E","I",1,"DEM",836732.98,0,626800.57,78850,420624.94,630557.35,0,0,0,0,0,0,459606.8,"MA",8,"","W","","W",90,347685.21,275,"12/31/2006",600,0,13.3483836988446
"H2MA09072","LYNCH, STEPHEN F","I",1,"DEM",1170455.24,0,868168.74,0,669153.59,971440.09,0,0,0,0,0,0,813451.34,"MA",9,"","W","","W",78,321975,0,"12/31/2006",0,0,13.6741413756707
"H6MA09149","ROBINSON, JACK E.","C",2,"REP",141805,0,138093.93,0,0,3711.07,0,139130,0,0,0,138630,2575,"MA",9,"","W","","L",21,0,100,"12/31/2006",0,0,11.8356893847746
"H2MA11060","DELAHUNT, WILLIAM D","I",1,"DEM",1133498.95,0,974427.92,0,1874620.89,2033691.92,0,0,0,0,0,0,464985,"MA",10,"","W","","W",64,288535,0,"12/31/2006",1700,800,13.7896058290576
"H6MA10154","BEATTY, JEFFREY  K","C",2,"REP",108690.25,0,107737.09,0,0,954.16,0,60472.25,0,0,0,60472.25,38568,"MA",10,"","W","","L",29,7950,1700,"12/31/2006",0,0,11.5874491864025
"H6MA10147","WHITE, PETER ANDREW","C",3,"IND",4803.97,0,4711.43,0,0,92.54,769.97,0,0,0,0,0,3634,"MA",10,"","","","L",5,400,0,"12/31/2006",0,0,8.4577467502723
"H6MD01197","CORWIN, JIM","C",1,"DEM",29704.95,0,29704.95,0,0,0,1000,0,0,0,0,0,26844.56,"MD",1,"","W","","L",31,1500,360.39,"12/06/2006",0,0,10.2990689775701
"H8MD01037","GILCHREST, WAYNE T","I",2,"REP",351709.09,0,182381.35,0,138733.39,308061.13,0,0,0,0,0,0,346011.81,"MD",1,"","W","","W",68,3570,0,"12/31/2006",0,0,12.1138551035877
"H2MD02160","RUPPERSBERGER, DUTCH","I",1,"DEM",854601.19,0,590988.01,0,117520.63,381133.81,0,0,0,0,0,0,445108.55,"MD",2,"","W","","W",70,406783.05,0,"12/31/2006",500,0,13.2895510085344
"H6MD02153","MATHIS, JAMES DUNN","C",2,"REP",8449,0,8448,0,0,0,0,7399,0,0,0,7400,1050,"MD",2,"","W","","L",29,0,0,"12/31/2006",0,0,9.04168500594604
"H6MD03292","SARBANES, JOHN P MR.","O",1,"DEM",1463580.2,0,1396587.74,0,0,66992.46,0,0,0,0,0,0,1255129.57,"MD",3,"","W","","W",65,208250.63,0,"12/31/2006",700,1000,14.1495424908936
